nome,apelido,data_nascimento,posicao,mao
Paulo,Sousa,1991-06-11,Lateral Esquerdo,Direita
José,Santos,2005-06-07,Guarda-Redes,Direita
Luís,Ribeiro,1991-10-30,Lateral Direito,Esquerda
Manuel,Rocha,1993-11-03,Central,Esquerda
João,Marques,1998-11-27,Lateral Direito,Direita
Diogo,Santos,1994-12-19,Pivot,Direita
Luís,Rocha,2005-05-16,Ponta Direita,Esquerda
Fernando,Fernandes,2005-01-10,Lateral Esquerdo,Esquerda
António,Monteiro,2000-01-02,Lateral Esquerdo,Esquerda
Miguel,Ribeiro,1990-10-21,Ponta Direita,Direita
Bruno,Rocha,1994-02-13,Central,Esquerda
Ricardo,Rodrigues,2005-03-08,Ponta Esquerda,Direita
Nuno,Teixeira,2001-12-24,Pivot,Direita
Rafael,Pinto,1996-07-01,Central,Esquerda
Luís,Costa,1994-07-03,Lateral Esquerdo,Esquerda
Luís,Almeida,2002-02-28,Central,Esquerda
António,Reis,1995-09-19,Pivot,Direita
Fernando,Reis,2001-06-07,Central,Esquerda
Eduardo,Ferreira,1994-10-15,Ponta Esquerda,Esquerda
Tiago,Cardoso,1992-11-05,Ponta Esquerda,Direita
André,Sousa,1994-10-04,Ponta Esquerda,Direita
Fernando,Gomes,2004-03-17,Ponta Esquerda,Direita
Vasco,Costa,2001-05-04,Lateral Esquerdo,Esquerda
João,Fonseca,2005-10-23,Ponta Esquerda,Direita
Eduardo,Santos,1993-10-24,Guarda-Redes,Esquerda
Marco,Ferreira,2001-09-15,Lateral Esquerdo,Direita
Rafael,Vieira,2001-09-07,Pivot,Direita
Gabriel,Rodrigues,2002-06-07,Lateral Esquerdo,Direita
João,Rocha,1995-08-15,Pivot,Esquerda
Bruno,Santos,1993-03-19,Lateral Esquerdo,Esquerda
Vasco,Martins,1999-03-04,Central,Esquerda
Gabriel,Costa,1995-08-12,Central,Esquerda
Marco,Oliveira,1995-03-06,Pivot,Esquerda
Tomás,Monteiro,1993-07-10,Ponta Esquerda,Esquerda
Tomás,Henriques,2004-10-12,Lateral Direito,Esquerda
David,Costa,2003-09-28,Ponta Direita,Esquerda
Manuel,Carvalho,2001-11-04,Lateral Direito,Direita
Tomás,Pereira,1998-03-04,Guarda-Redes,Esquerda
André,Guerreiro,1991-08-01,Lateral Direito,Esquerda
Vasco,Vieira,1994-06-30,Ponta Esquerda,Direita
Paulo,Ribeiro,2001-02-17,Ponta Direita,Direita
Rafael,Henriques,2003-07-17,Ponta Esquerda,Direita
José,Pereira,2005-07-18,Lateral Esquerdo,Direita
João,Reis,1999-10-10,Lateral Direito,Direita
Tiago,Rocha,1996-05-18,Guarda-Redes,Esquerda
Jorge,Henriques,1999-07-13,Pivot,Direita
Guilherme,Fonseca,1998-06-05,Ponta Direita,Direita
João,Fonseca,2000-03-09,Lateral Direito,Direita
Hugo,Cardoso,1995-04-24,Pivot,Direita
Gabriel,Guerreiro,1991-04-11,Ponta Esquerda,Direita
Rui,Pinto,2001-06-09,Ponta Direita,Direita
Diogo,Dias,1992-12-14,Ponta Direita,Esquerda
Miguel,Cardoso,1992-11-03,Guarda-Redes,Direita
André,Marques,2003-10-26,Ponta Direita,Esquerda
Rui,Monteiro,1994-01-18,Central,Direita
Miguel,Almeida,2002-05-28,Guarda-Redes,Direita
David,Reis,2005-12-19,Guarda-Redes,Esquerda
Marco,Martins,2005-11-22,Ponta Esquerda,Esquerda
David,Cardoso,2003-03-11,Lateral Direito,Direita
André,Lopes,2001-01-21,Pivot,Direita
Tiago,Rodrigues,1994-11-14,Lateral Direito,Direita
Gabriel,Teixeira,1991-05-06,Lateral Direito,Direita
Marco,Costa,1993-03-06,Ponta Direita,Direita
Fernando,Henriques,1995-12-10,Ponta Direita,Direita
Marco,Cardoso,1990-08-01,Ponta Esquerda,Direita
Tomás,Costa,2000-03-07,Pivot,Esquerda
Gabriel,Monteiro,1992-12-29,Lateral Direito,Direita
André,Oliveira,1991-02-27,Guarda-Redes,Direita
Nuno,Fonseca,2000-03-05,Central,Direita
Bruno,Lopes,2001-02-15,Guarda-Redes,Direita
Daniel,Henriques,2004-12-22,Lateral Direito,Esquerda
Jorge,Oliveira,2001-05-30,Central,Esquerda
José,Fernandes,1995-07-09,Ponta Direita,Direita
Rui,Dias,1992-09-01,Ponta Esquerda,Direita
Jorge,Oliveira,1992-03-16,Ponta Direita,Direita
Ricardo,Dias,1994-04-02,Ponta Esquerda,Esquerda
Diogo,Cardoso,1996-12-10,Lateral Esquerdo,Direita
Fernando,Santos,2000-02-28,Ponta Direita,Direita
Carlos,Rocha,1997-05-28,Lateral Direito,Esquerda
Jorge,Vieira,1998-12-23,Central,Direita
Diogo,Almeida,1993-07-13,Lateral Esquerdo,Esquerda
Pedro,Gomes,1999-12-03,Lateral Direito,Esquerda
Pedro,Henriques,2004-10-21,Ponta Direita,Direita
David,Fonseca,1992-06-09,Lateral Esquerdo,Esquerda
Bruno,Sousa,1990-02-11,Lateral Esquerdo,Direita
Ricardo,Teixeira,1994-11-29,Guarda-Redes,Direita
André,Henriques,1997-03-21,Lateral Direito,Direita
Tomás,Mendes,1998-12-04,Lateral Esquerdo,Esquerda
Guilherme,Correia,1999-10-18,Lateral Direito,Direita
António,Oliveira,1994-02-20,Pivot,Esquerda
Eduardo,Ferreira,1997-09-03,Central,Direita
Gabriel,Marques,1990-05-04,Pivot,Direita
Pedro,Henriques,1991-05-10,Ponta Direita,Esquerda
Diogo,Teixeira,1996-02-28,Lateral Direito,Esquerda
José,Costa,2005-10-02,Lateral Esquerdo,Esquerda
Pedro,Pereira,1992-08-23,Ponta Direita,Esquerda
Manuel,Martins,1996-11-05,Pivot,Esquerda
Nuno,Gomes,1997-01-29,Pivot,Direita
Rafael,Henriques,1994-12-09,Ponta Direita,Esquerda
João,Mendes,2004-08-31,Ponta Esquerda,Direita
Marco,Pinto,1998-07-26,Central,Direita
Vasco,Ferreira,2005-08-15,Ponta Direita,Direita
Tomás,Santos,2003-12-29,Guarda-Redes,Direita
Diogo,Pinto,2004-07-17,Central,Esquerda
João,Correia,1994-01-20,Central,Esquerda
João,Reis,1991-07-29,Central,Direita
André,Gomes,1998-06-24,Ponta Direita,Direita
Jorge,Oliveira,2003-01-31,Lateral Esquerdo,Direita
Hugo,Mendes,1997-07-06,Lateral Direito,Direita
Vasco,Mendes,2003-11-09,Lateral Direito,Direita
Ricardo,Mendes,1992-05-17,Ponta Direita,Esquerda
João,Teixeira,1994-12-05,Ponta Esquerda,Direita
Diogo,Nunes,1994-11-16,Ponta Direita,Direita
David,Marques,1992-02-10,Guarda-Redes,Direita
José,Henriques,1994-05-14,Ponta Esquerda,Direita
Diogo,Teixeira,1991-09-02,Lateral Esquerdo,Direita
Rafael,Reis,1994-05-20,Guarda-Redes,Esquerda
Vasco,Fonseca,2003-10-08,Central,Direita
Ricardo,Almeida,1994-02-24,Pivot,Direita
Carlos,Dias,1995-12-23,Lateral Esquerdo,Direita
José,Fonseca,2004-05-17,Pivot,Direita
David,Lopes,2000-12-08,Ponta Direita,Esquerda
Manuel,Reis,2003-04-20,Lateral Direito,Direita
Manuel,Oliveira,2000-12-26,Central,Esquerda
António,Dias,1999-11-21,Guarda-Redes,Direita
Hugo,Rodrigues,2004-03-31,Lateral Direito,Esquerda
Luís,Fernandes,1992-07-25,Ponta Esquerda,Direita
Fernando,Reis,1998-12-27,Central,Esquerda
Gabriel,Almeida,1996-06-03,Ponta Esquerda,Direita
Tiago,Rodrigues,2003-11-28,Ponta Esquerda,Direita
Paulo,Guerreiro,2002-05-14,Lateral Esquerdo,Esquerda
António,Sousa,1991-05-06,Lateral Direito,Esquerda
Diogo,Mendes,1991-01-20,Central,Direita
André,Carvalho,1994-07-28,Guarda-Redes,Esquerda
Rafael,Correia,1991-04-01,Ponta Direita,Direita
João,Lopes,2001-08-12,Lateral Direito,Direita
Eduardo,Oliveira,1992-08-25,Pivot,Esquerda
Tomás,Correia,1996-04-13,Ponta Esquerda,Direita
António,Pinto,1995-03-06,Ponta Esquerda,Direita
João,Dias,1994-02-16,Ponta Esquerda,Esquerda
Bruno,Guerreiro,1997-11-21,Guarda-Redes,Esquerda
Pedro,Oliveira,1993-01-28,Ponta Esquerda,Direita
Hugo,Ferreira,1990-05-09,Lateral Esquerdo,Esquerda
Paulo,Mendes,2002-08-28,Pivot,Direita
Rui,Monteiro,1997-10-08,Central,Esquerda
Marco,Pinto,2004-06-11,Pivot,Direita
Francisco,Ferreira,1993-01-21,Central,Direita
Diogo,Dias,1999-01-17,Pivot,Esquerda
Tiago,Reis,2004-11-08,Lateral Esquerdo,Direita
Tomás,Fonseca,2000-03-17,Central,Esquerda
Bruno,Pinto,1995-12-23,Lateral Esquerdo,Esquerda
Manuel,Oliveira,2002-08-06,Ponta Direita,Direita
Guilherme,Martins,2005-01-22,Ponta Esquerda,Direita
Carlos,Rocha,1999-12-27,Guarda-Redes,Direita
David,Silva,1998-02-12,Guarda-Redes,Esquerda
André,Sousa,1996-09-13,Lateral Esquerdo,Esquerda
David,Vieira,1996-04-03,Guarda-Redes,Direita
Eduardo,Almeida,1990-07-02,Lateral Esquerdo,Direita
Fernando,Ribeiro,1995-01-19,Lateral Esquerdo,Esquerda
Gonçalo,Rodrigues,1990-12-25,Ponta Esquerda,Direita
Francisco,Correia,2002-11-30,Lateral Esquerdo,Direita
Fernando,Oliveira,1997-10-02,Ponta Esquerda,Direita
Rui,Silva,1997-10-24,Pivot,Esquerda
Rui,Silva,2000-12-26,Central,Esquerda
Carlos,Marques,1999-10-06,Lateral Esquerdo,Direita
Bruno,Santos,2005-08-12,Ponta Esquerda,Direita
Diogo,Cardoso,2000-12-18,Ponta Direita,Esquerda
Pedro,Sousa,2002-05-20,Ponta Esquerda,Esquerda
Tomás,Nunes,2005-10-18,Lateral Direito,Esquerda
Marco,Oliveira,1993-07-05,Lateral Direito,Direita
Carlos,Sousa,1991-01-08,Central,Direita
Francisco,Pinto,1996-04-09,Lateral Esquerdo,Esquerda
Nuno,Martins,1991-09-14,Ponta Esquerda,Direita
João,Rodrigues,1996-04-06,Ponta Esquerda,Esquerda
Ricardo,Almeida,2005-06-27,Central,Esquerda
José,Nunes,2004-06-12,Pivot,Direita
Ricardo,Fonseca,1991-12-05,Lateral Esquerdo,Direita
Vasco,Almeida,1999-09-27,Lateral Direito,Direita
João,Cardoso,1996-03-06,Ponta Direita,Esquerda
Tomás,Fernandes,2004-01-17,Guarda-Redes,Direita
Fernando,Ribeiro,2000-08-06,Ponta Esquerda,Esquerda
Gonçalo,Sousa,1996-10-11,Lateral Direito,Esquerda
Vasco,Gomes,1995-01-10,Guarda-Redes,Direita
João,Monteiro,1997-08-05,Pivot,Esquerda
Gabriel,Fonseca,2002-08-16,Ponta Direita,Direita
Tomás,Fonseca,1999-07-10,Pivot,Esquerda
Paulo,Ferreira,1998-07-20,Ponta Direita,Esquerda
Fernando,Ribeiro,2000-11-04,Pivot,Esquerda
Carlos,Carvalho,1994-08-12,Central,Esquerda
José,Teixeira,1992-01-15,Lateral Esquerdo,Esquerda
Diogo,Martins,1999-04-07,Ponta Esquerda,Direita
Manuel,Almeida,1990-07-16,Pivot,Direita
Marco,Henriques,2001-06-06,Ponta Esquerda,Direita
Miguel,Fernandes,2002-12-19,Ponta Esquerda,Direita
Manuel,Ribeiro,2001-01-22,Guarda-Redes,Esquerda
Ricardo,Carvalho,1994-04-18,Ponta Direita,Esquerda
Rui,Teixeira,1996-08-13,Guarda-Redes,Direita
David,Rodrigues,1996-06-15,Guarda-Redes,Direita
Daniel,Guerreiro,1997-01-11,Lateral Esquerdo,Esquerda
Manuel,Ferreira,2001-02-20,Ponta Esquerda,Direita
Guilherme,Carvalho,2000-05-11,Pivot,Esquerda
Pedro,Martins,1993-06-03,Ponta Esquerda,Direita
David,Sousa,2000-01-26,Pivot,Direita
David,Henriques,1999-11-02,Guarda-Redes,Esquerda
Nuno,Silva,2004-06-14,Lateral Esquerdo,Esquerda
Marco,Costa,1996-12-05,Lateral Esquerdo,Direita
Bruno,Sousa,1999-11-25,Ponta Esquerda,Esquerda
André,Pinto,2005-03-25,Lateral Direito,Direita
Tomás,Costa,2001-05-29,Ponta Direita,Direita
Paulo,Almeida,1998-07-17,Lateral Esquerdo,Esquerda
Gabriel,Santos,1996-08-23,Lateral Esquerdo,Esquerda
Tiago,Almeida,2003-04-30,Lateral Esquerdo,Esquerda
David,Dias,1992-10-20,Ponta Direita,Esquerda
Eduardo,Martins,2003-07-31,Lateral Direito,Direita
Miguel,Rodrigues,1995-07-01,Pivot,Direita
João,Dias,1993-12-03,Central,Direita
Fernando,Pereira,1990-08-27,Ponta Direita,Esquerda
Hugo,Monteiro,1998-08-09,Lateral Esquerdo,Esquerda
Pedro,Fonseca,2000-10-16,Ponta Direita,Direita
Miguel,Mendes,1997-01-13,Pivot,Direita
Diogo,Sousa,2003-10-03,Central,Esquerda
Fernando,Reis,1990-11-19,Lateral Direito,Direita
José,Fonseca,1990-11-21,Central,Esquerda
Marco,Rodrigues,2000-05-16,Central,Esquerda
Daniel,Monteiro,2004-04-16,Lateral Esquerdo,Esquerda
António,Correia,1996-09-20,Lateral Esquerdo,Esquerda
Gonçalo,Sousa,1998-02-14,Ponta Direita,Esquerda
Tiago,Dias,1994-04-12,Pivot,Direita
Rui,Lopes,1990-05-01,Ponta Esquerda,Esquerda
Tomás,Costa,2005-09-20,Lateral Esquerdo,Direita
Tiago,Almeida,2000-10-07,Ponta Esquerda,Esquerda
Rui,Carvalho,1991-07-11,Lateral Direito,Esquerda
Francisco,Teixeira,1995-05-23,Ponta Esquerda,Esquerda
Rui,Almeida,1993-11-13,Central,Direita
Rafael,Gomes,2005-10-30,Ponta Esquerda,Esquerda
Marco,Cardoso,2001-10-21,Pivot,Direita
Tomás,Cardoso,2001-10-22,Lateral Esquerdo,Direita
Vasco,Nunes,2005-02-06,Lateral Direito,Direita
Paulo,Teixeira,2000-12-22,Lateral Esquerdo,Esquerda
Eduardo,Nunes,2004-11-04,Lateral Direito,Esquerda
Diogo,Rocha,1990-01-22,Lateral Esquerdo,Esquerda
Miguel,Gomes,1994-11-22,Pivot,Esquerda
João,Pereira,1990-05-23,Central,Direita
Jorge,Reis,2003-01-10,Ponta Direita,Direita
Diogo,Oliveira,1994-04-07,Ponta Direita,Esquerda
Nuno,Pereira,1990-03-01,Pivot,Esquerda
Tiago,Pereira,1996-08-13,Lateral Direito,Direita
Tiago,Pereira,2002-06-23,Ponta Direita,Esquerda
Pedro,Nunes,1995-01-31,Lateral Esquerdo,Esquerda
Guilherme,Correia,2001-01-01,Lateral Direito,Esquerda
Francisco,Mendes,1999-09-07,Lateral Esquerdo,Direita
Luís,Gomes,1994-12-03,Ponta Direita,Esquerda
Carlos,Ferreira,1997-06-19,Central,Esquerda
Bruno,Rocha,1997-08-26,Ponta Direita,Esquerda
David,Ribeiro,1994-11-21,Central,Direita
Bruno,Martins,1994-10-26,Ponta Esquerda,Direita
Eduardo,Nunes,2002-12-19,Central,Direita
Bruno,Rodrigues,1998-07-16,Ponta Direita,Esquerda
Marco,Dias,1990-03-25,Guarda-Redes,Direita
Rui,Sousa,1990-11-19,Lateral Direito,Direita
Guilherme,Sousa,1995-05-23,Ponta Esquerda,Esquerda
David,Rocha,2001-08-14,Central,Direita
Eduardo,Teixeira,2001-10-10,Ponta Direita,Esquerda
José,Ribeiro,1995-08-09,Lateral Esquerdo,Esquerda
Daniel,Martins,1992-11-17,Pivot,Direita
João,Guerreiro,1990-06-07,Lateral Esquerdo,Esquerda
Tomás,Oliveira,1992-01-27,Pivot,Esquerda
Daniel,Vieira,1994-06-11,Guarda-Redes,Direita
António,Ribeiro,2003-11-20,Lateral Esquerdo,Direita
Eduardo,Almeida,1992-06-29,Central,Esquerda
Gabriel,Ribeiro,1993-02-24,Lateral Direito,Direita
Marco,Ribeiro,2002-03-17,Guarda-Redes,Direita
Hugo,Mendes,2001-12-12,Ponta Direita,Direita
José,Vieira,2002-09-02,Pivot,Esquerda
Hugo,Reis,1990-02-05,Guarda-Redes,Esquerda
António,Ferreira,1999-11-07,Lateral Direito,Esquerda
Gonçalo,Henriques,1993-08-29,Guarda-Redes,Direita
David,Correia,1992-03-29,Guarda-Redes,Esquerda
Luís,Fernandes,2002-11-23,Ponta Esquerda,Esquerda
Fernando,Henriques,1991-04-23,Central,Direita
João,Carvalho,1996-12-06,Ponta Direita,Direita
Eduardo,Ribeiro,1993-09-13,Lateral Direito,Direita
Paulo,Guerreiro,1990-10-14,Ponta Direita,Direita
Fernando,Dias,2001-07-20,Ponta Direita,Direita
Fernando,Henriques,1996-04-03,Guarda-Redes,Esquerda
Paulo,Martins,1990-08-31,Ponta Direita,Direita
Tiago,Carvalho,2000-06-30,Central,Direita
Daniel,Marques,2005-01-08,Pivot,Esquerda
Tiago,Costa,1992-05-20,Lateral Direito,Esquerda
Rui,Henriques,1995-05-10,Lateral Direito,Direita
Miguel,Martins,1996-02-17,Lateral Direito,Esquerda
Fernando,Teixeira,2000-02-16,Central,Esquerda
Jorge,Correia,1998-06-02,Guarda-Redes,Esquerda
Diogo,Almeida,2001-01-26,Guarda-Redes,Esquerda
Daniel,Rocha,1995-03-25,Guarda-Redes,Esquerda
Rafael,Reis,2002-01-15,Central,Direita
Manuel,Sousa,2001-12-19,Guarda-Redes,Direita
José,Sousa,1994-10-19,Guarda-Redes,Esquerda
André,Marques,1994-08-03,Ponta Esquerda,Esquerda
André,Reis,2002-10-07,Lateral Direito,Esquerda
Marco,Nunes,2000-11-26,Ponta Direita,Direita
Jorge,Nunes,1991-12-15,Guarda-Redes,Esquerda
Guilherme,Ferreira,2000-01-15,Lateral Esquerdo,Esquerda
Rui,Costa,2000-01-04,Ponta Direita,Direita
Bruno,Silva,1998-08-05,Lateral Direito,Esquerda
Gabriel,Marques,2005-10-09,Ponta Esquerda,Direita
Nuno,Mendes,1992-03-28,Lateral Direito,Direita
Paulo,Monteiro,1996-09-01,Ponta Esquerda,Esquerda
Jorge,Ferreira,1995-05-22,Lateral Direito,Esquerda
Diogo,Pereira,1990-05-10,Guarda-Redes,Direita
Daniel,Rocha,2000-06-30,Lateral Esquerdo,Esquerda
Daniel,Cardoso,2005-02-04,Central,Direita
Pedro,Pereira,1995-01-30,Central,Esquerda
Hugo,Rocha,1992-08-30,Guarda-Redes,Direita
Miguel,Cardoso,2003-10-06,Guarda-Redes,Direita
Pedro,Rocha,1999-03-03,Pivot,Esquerda
João,Sousa,1993-01-23,Pivot,Esquerda
Guilherme,Teixeira,1999-12-01,Pivot,Esquerda
Nuno,Cardoso,1992-08-04,Lateral Esquerdo,Direita
Ricardo,Pereira,2002-05-16,Ponta Direita,Direita
Pedro,Monteiro,1990-06-29,Guarda-Redes,Direita
Manuel,Ferreira,2000-05-16,Central,Esquerda
Pedro,Rodrigues,1996-09-28,Ponta Esquerda,Direita
Rafael,Martins,2000-04-05,Lateral Direito,Direita
Rui,Reis,2001-05-07,Ponta Esquerda,Esquerda
Gabriel,Lopes,2003-10-21,Lateral Esquerdo,Esquerda
Diogo,Teixeira,1998-12-24,Pivot,Esquerda
Tomás,Ferreira,2000-07-24,Guarda-Redes,Direita
Tomás,Nunes,1994-05-08,Pivot,Esquerda
António,Henriques,1998-12-18,Ponta Direita,Direita
Carlos,Nunes,1996-12-30,Lateral Esquerdo,Esquerda
Francisco,Almeida,2000-01-11,Guarda-Redes,Direita
Vasco,Nunes,1994-07-25,Ponta Esquerda,Esquerda
Luís,Costa,1993-09-08,Ponta Direita,Esquerda
Rafael,Carvalho,2002-07-19,Lateral Direito,Esquerda
Fernando,Fonseca,1999-12-09,Lateral Esquerdo,Direita
Francisco,Fonseca,1998-06-17,Ponta Direita,Direita
Hugo,Cardoso,1991-09-21,Ponta Esquerda,Esquerda
Guilherme,Pinto,1998-12-30,Central,Direita
Jorge,Sousa,1992-02-06,Lateral Direito,Direita
Bruno,Correia,2002-08-03,Lateral Esquerdo,Direita
Diogo,Pereira,2003-08-10,Lateral Esquerdo,Direita
Tomás,Pereira,2002-12-04,Pivot,Esquerda
Marco,Pinto,2005-12-19,Lateral Esquerdo,Esquerda
Daniel,Reis,1994-09-13,Lateral Esquerdo,Esquerda
André,Teixeira,1995-10-13,Lateral Esquerdo,Direita
Jorge,Nunes,2001-02-10,Central,Direita
David,Almeida,1997-11-18,Pivot,Direita
Manuel,Reis,1999-08-07,Lateral Direito,Direita
Guilherme,Carvalho,1992-06-28,Central,Direita
Hugo,Monteiro,1999-08-26,Pivot,Direita
Francisco,Fonseca,2002-02-03,Lateral Esquerdo,Direita
Paulo,Almeida,2004-08-03,Ponta Esquerda,Direita
José,Silva,1997-02-25,Ponta Direita,Direita
Ricardo,Reis,2000-10-19,Guarda-Redes,Esquerda
João,Reis,2005-05-26,Pivot,Direita
Gabriel,Silva,1992-05-21,Pivot,Esquerda
Hugo,Lopes,1994-02-24,Pivot,Direita
Nuno,Ferreira,1991-11-11,Central,Esquerda
Guilherme,Santos,2003-06-08,Pivot,Esquerda
Fernando,Reis,1999-09-13,Ponta Direita,Direita
André,Sousa,1995-02-16,Ponta Esquerda,Esquerda
Gonçalo,Monteiro,2001-05-13,Pivot,Esquerda
Guilherme,Nunes,1990-04-15,Ponta Direita,Direita
Hugo,Vieira,1992-12-03,Lateral Esquerdo,Esquerda
João,Oliveira,2002-09-14,Ponta Esquerda,Esquerda
Vasco,Correia,1995-05-04,Lateral Esquerdo,Esquerda
Jorge,Ribeiro,1997-01-20,Lateral Direito,Esquerda
Rui,Pinto,1995-07-12,Lateral Direito,Direita
Eduardo,Rocha,1993-11-17,Central,Esquerda
Hugo,Silva,1991-04-17,Ponta Direita,Esquerda
António,Correia,1993-02-28,Central,Esquerda
Ricardo,Guerreiro,1991-04-16,Central,Direita
Gabriel,Pereira,1995-08-30,Pivot,Esquerda
David,Gomes,2002-05-27,Ponta Direita,Direita
Daniel,Santos,2002-08-17,Ponta Direita,Direita
Daniel,Fonseca,1996-03-02,Central,Esquerda
Guilherme,Rodrigues,2005-11-25,Guarda-Redes,Direita
Francisco,Gomes,1996-10-18,Pivot,Direita
Francisco,Sousa,2000-10-26,Guarda-Redes,Direita
João,Fernandes,2000-02-26,Central,Direita
Fernando,Oliveira,2003-01-16,Guarda-Redes,Esquerda
Guilherme,Oliveira,2003-12-03,Lateral Direito,Direita
Tomás,Pereira,2004-10-24,Pivot,Direita
António,Monteiro,1992-05-18,Ponta Direita,Esquerda
Daniel,Henriques,1996-03-21,Lateral Esquerdo,Direita
Tiago,Costa,1996-07-21,Ponta Esquerda,Direita
Carlos,Nunes,2003-02-25,Pivot,Esquerda
Pedro,Lopes,1994-09-10,Guarda-Redes,Esquerda
Francisco,Costa,2001-12-16,Lateral Esquerdo,Direita
Tiago,Oliveira,1992-01-31,Guarda-Redes,Esquerda
Gabriel,Rodrigues,1999-05-30,Ponta Direita,Esquerda
Vasco,Monteiro,2002-05-19,Pivot,Direita
David,Dias,2001-04-03,Ponta Direita,Esquerda
António,Ferreira,1997-01-10,Central,Esquerda
Miguel,Rodrigues,1992-08-03,Guarda-Redes,Esquerda
Tomás,Henriques,1998-12-31,Central,Esquerda
David,Almeida,1992-07-28,Pivot,Direita
Paulo,Costa,2001-07-23,Ponta Direita,Direita
Luís,Carvalho,2005-07-22,Ponta Esquerda,Esquerda
Eduardo,Dias,1990-12-12,Guarda-Redes,Esquerda
Guilherme,Teixeira,2005-04-05,Guarda-Redes,Esquerda
Guilherme,Correia,1997-05-23,Ponta Direita,Direita
Bruno,Correia,1993-03-22,Central,Direita
Diogo,Reis,1995-12-14,Guarda-Redes,Direita
Diogo,Dias,1997-04-10,Ponta Esquerda,Esquerda
João,Henriques,1991-06-20,Central,Direita
Hugo,Fernandes,1996-09-20,Ponta Direita,Esquerda
Gabriel,Vieira,1995-02-12,Guarda-Redes,Direita
Fernando,Silva,2002-01-23,Lateral Esquerdo,Esquerda
Daniel,Monteiro,2004-08-24,Ponta Esquerda,Direita
David,Gomes,1997-04-23,Lateral Esquerdo,Esquerda
Tiago,Rodrigues,1992-03-13,Guarda-Redes,Direita
Gonçalo,Ferreira,2000-06-10,Guarda-Redes,Esquerda
Jorge,Nunes,1998-12-12,Central,Direita
Paulo,Sousa,1993-08-15,Lateral Esquerdo,Esquerda
Vasco,Oliveira,2004-07-07,Lateral Direito,Esquerda
Gabriel,Rodrigues,2004-12-24,Central,Direita
Fernando,Monteiro,1998-08-26,Pivot,Direita
Guilherme,Sousa,2004-12-28,Guarda-Redes,Esquerda
José,Correia,2004-04-19,Lateral Direito,Esquerda
Rui,Cardoso,2000-09-05,Pivot,Esquerda
Francisco,Monteiro,1996-09-23,Ponta Esquerda,Esquerda
João,Monteiro,1993-08-25,Central,Esquerda
Jorge,Dias,1992-06-09,Guarda-Redes,Direita
Guilherme,Pinto,1997-07-02,Ponta Esquerda,Direita
Eduardo,Rocha,2005-05-01,Central,Esquerda
Bruno,Mendes,1992-04-21,Central,Direita
André,Silva,1990-10-03,Lateral Esquerdo,Esquerda
Miguel,Gomes,1995-10-11,Lateral Direito,Direita
Hugo,Mendes,1991-03-07,Lateral Esquerdo,Direita
Nuno,Teixeira,1995-07-12,Guarda-Redes,Direita
Rui,Sousa,1996-01-13,Lateral Direito,Esquerda
Ricardo,Oliveira,2002-09-10,Pivot,Direita
Guilherme,Reis,2005-05-25,Ponta Direita,Direita
Gonçalo,Pereira,1996-10-27,Lateral Esquerdo,Esquerda
Diogo,Dias,2001-05-14,Ponta Esquerda,Direita
Guilherme,Ribeiro,1991-03-05,Central,Esquerda
Rafael,Fernandes,2000-05-28,Ponta Direita,Esquerda
Pedro,Rodrigues,2005-11-21,Lateral Esquerdo,Esquerda
Pedro,Rodrigues,1997-05-10,Guarda-Redes,Esquerda
Daniel,Vieira,2000-07-18,Lateral Esquerdo,Direita
Fernando,Carvalho,2000-01-01,Pivot,Esquerda
Rui,Vieira,1997-10-22,Ponta Direita,Esquerda
Marco,Mendes,1991-12-07,Central,Direita
Gabriel,Santos,2005-12-14,Guarda-Redes,Direita
José,Monteiro,2000-10-14,Ponta Direita,Esquerda
Francisco,Guerreiro,2001-02-10,Lateral Esquerdo,Esquerda
Francisco,Rocha,1998-02-23,Ponta Direita,Esquerda
Diogo,Cardoso,2002-01-20,Pivot,Esquerda
António,Correia,2001-10-07,Ponta Esquerda,Direita
Francisco,Pereira,1999-09-02,Ponta Direita,Esquerda
João,Ribeiro,2002-03-18,Lateral Esquerdo,Esquerda
Manuel,Teixeira,2003-02-22,Central,Esquerda
Miguel,Mendes,2001-10-03,Central,Esquerda
Vasco,Reis,2000-03-12,Lateral Esquerdo,Esquerda
Marco,Vieira,1990-11-05,Lateral Esquerdo,Direita
Nuno,Correia,1990-03-08,Guarda-Redes,Esquerda
Daniel,Cardoso,2003-05-14,Ponta Direita,Direita
Paulo,Martins,1991-03-28,Lateral Esquerdo,Direita
José,Guerreiro,1999-03-01,Central,Esquerda
Eduardo,Teixeira,1990-04-20,Pivot,Esquerda
Gonçalo,Oliveira,1994-09-21,Pivot,Direita
David,Rocha,2005-06-24,Lateral Esquerdo,Direita
Vasco,Carvalho,2004-03-26,Central,Esquerda
Gonçalo,Martins,1994-08-10,Ponta Direita,Esquerda
Ricardo,Mendes,1992-08-13,Central,Direita
Ricardo,Marques,1997-12-30,Central,Esquerda
André,Oliveira,2002-01-21,Ponta Direita,Direita
Rui,Ferreira,2001-09-23,Ponta Direita,Esquerda
Jorge,Oliveira,1993-04-07,Lateral Esquerdo,Direita
Jorge,Silva,2000-03-06,Lateral Direito,Direita
Eduardo,Dias,1997-09-11,Ponta Direita,Direita
Paulo,Reis,1992-11-22,Pivot,Esquerda
